index,actor_2_name,genres,actor_1_name,movie_title,actor_3_name,imdb_score
2407,F. Murray Abraham,Biography|Drama|History|Music,Jeffrey Jones,Amadeus ,Tom Hulce,8.3
2408,Scott Porter,Horror|Mystery,Ming-Na Wen,Prom Night ,Collins Pennie,3.9
2409,Amy Poehler,Comedy,Tina Fey,Mean Girls ,Neil Flynn,7
2410,Lindsay Duncan,Comedy|Drama|Romance,Raoul Bova,Under the Tuscan Sun ,Mario Monicelli,6.7
2411,Bob Balaban,Drama|Mystery,Kristin Scott Thomas,Gosford Park ,Tom Hollander,7.3
2412,Melinda Clarke,Comedy|Drama|Romance,Peter Gallagher,The O.C.             ,Tate Donovan,7.5
2413,Kathleen Turner,Comedy|Drama|Fantasy|Romance,Nicolas Cage,Peggy Sue Got Married ,Joan Allen,6.3
2414,Naomi Watts,Comedy|Drama|Romance,Emma Stone,Birdman or (The Unexpected Virtue of Ignorance) ,Merritt Wever,7.8
2415,Charlie Tahan,Drama,Sally Hawkins,Blue Jasmine ,Andrew Dice Clay,7.3
2416,David Alan Basche,Drama|History|Thriller,Christian Clemenson,United 93 ,Susan Blommaert,7.6
2417,Mekhi Phifer,Drama|Music|Romance,Christian Monzon,Honey ,Romeo Miller,5.3
2418,Morgan Freeman,Drama|History|War,Denzel Washington,Glory ,Matthew Broderick,7.9
2419,Barry Bostwick,Action|Comedy,Hulk Hogan,Spy Hard ,Nicollette Sheridan,5.3
2420,Hal Holbrook,Fantasy|Horror,Jamie Lee Curtis,The Fog ,Janet Leigh,6.8
2421,Chris Brochu,Biography|Drama|Family|Sport,Dennis Quaid,Soul Surfer ,Craig T. Nelson,7.1
2422,Bob Balaban,Comedy|Drama|War,Bob Newhart,Catch-22 ,Martin Balsam,7.2
2423,Celia Weston,Comedy|Crime|Drama,Collette Wolfe,Observe and Report ,Dan Bakkedahl,5.8
2424,Olivia d'Abo,Action|Adventure|Fantasy,Mako,Conan the Destroyer ,Grace Jones,5.8
2425,Cathy Moriarty,Biography|Drama|Sport,Robert De Niro,Raging Bull ,Frank Vincent,8.3
2426,Sasha Alexander,Drama|Romance,Judy Greer,Love Happens ,Frances Conroy,5.6
2427,Roger Ashton-Griffiths,Adventure|Fantasy|Mystery|Thriller,Nicholas Rowe,Young Sherlock Holmes ,Freddie Jones,6.8
2428,Kay Panabaker,Comedy|Drama|Musical|Romance,Kelsey Grammer,Fame ,Megan Mullally,5
2429,Treat Williams,Adventure|Biography|Drama|Thriller,James Franco,127 Hours ,Kate Burton,7.6
2430,Jon Lovitz,Comedy|Crime,Woody Allen,Small Time Crooks ,Michael Rapaport,6.7
2431,Susan May Pratt,Drama|Music|Romance,Amanda Schull,Center Stage ,Ethan Stiefel,6.7
2432,Alex Borstein,Comedy,Olivia Wilde,Love the Coopers ,Timothée Chalamet,5.7
2433,Corbin Bleu,Comedy|Crime,Kristen Stewart,Catch That Kid ,Kevin G. Schmidt,5.2
2434,Hayden Christensen,Drama,Ian Somerhalder,Life as a House ,Kristin Scott Thomas,7.5
2435,Michael Fassbender,Biography|Drama,Kate Winslet,Steve Jobs ,Michael Stuhlbarg,7.2
2436,Marie Avgeropoulos,Comedy|Romance,Alan Ruck,"I Love You, Beth Cooper ",Shawn Roberts,5.3
2437,Ari Graynor,Comedy|Drama|Romance,Steve Buscemi,Youth in Revolt ,Fred Willard,6.5
2438,Richard Farnsworth,Action|Adventure|Western,Jason Robards,The Legend of the Lone Ranger ,Michael Horse,5
2439,Jamie Lee Curtis,Drama|Thriller,Daniel Radcliffe,The Tailor of Panama ,Mark Margolis,6.1
2440,Dennis Franz,Mystery|Thriller,Nancy Allen,Blow Out ,John McMartin,7.4
2441,Paul Freeman,Action|Crime|Thriller,Rebecca Budig,Getaway ,Bruce Payne,4.4
2442,Kate Burton,Drama,Joan Allen,The Ice Storm ,Henry Czerny,7.5
2443,Annie Parisse,Comedy|Drama|Romance,Yaya DaCosta,And So It Goes ,Frankie Valli,5.7
2444,Shelley Long,Adventure|Comedy,Craig T. Nelson,Troop Beverly Hills ,Kellie Martin,5.5
2445,Shaun Evans,Comedy|Drama|Romance,Miriam Margolyes,Being Julia ,Juliet Stevenson,7.1
2446,Karen Young,Drama|Romance,David Margulies,9½ Weeks ,Kim Chan,5.9
2447,Ralph Richardson,Action|Adventure|Fantasy,Ian McDiarmid,Dragonslayer ,Albert Salmi,6.7
2448,Kerry Condon,Biography|Drama|Romance,David Masterson,The Last Station ,Anne-Marie Duff,7
2449,Bill Murray,Biography|Comedy|Drama,Johnny Depp,Ed Wood ,Martin Landau,7.9
2450,Kate Winslet,Drama,J.K. Simmons,Labor Day ,Brooke Smith,6.9
2451,Khulan Chuluun,Adventure|Biography|Drama|History|War,Tadanobu Asano,Mongol: The Rise of Genghis Khan ,Honglei Sun,7.3
2452,Gerard Butler,Action|Crime|Thriller,Tom Hardy,RocknRolla ,Tom Wilkinson,7.3
2453,Michael Beck,Action|Sci-Fi,Barry Bostwick,Megaforce ,Henry Silva,3.5
2454,Brian Blessed,Drama,Julie Christie,Hamlet ,Richard Briers,7.8
2455,Suzie Steen,Biography|Drama|Music|Romance,Bruce Greenwood,Mao's Last Dancer ,Aden Young,7.4
2456,Sam Shepard,Adventure|Drama|Sci-Fi|Thriller,Kirsten Dunst,Midnight Special ,Paul Sparks,6.7
2457,Stockard Channing,Comedy|Romance,Woody Allen,Anything Else ,Fisher Stevens,6.4
2458,Colin Firth,Biography|Drama|Romance|War,Jeremy Irvine,The Railway Man ,Sam Reid,7.1
2459,Dylan Walsh,Drama|Mystery,Poppy Montgomery,Unforgettable             ,Dallas Roberts,6.7
2460,Burghart Klaußner,Drama|Mystery,Ulrich Tukur,The White Ribbon ,Leonie Benesch,7.8
2461,Anna Harr,Horror,Zack Ward,Restoration ,James Cullen Bressack,4
2462,Randy Quaid,Action|Horror|Romance|Sci-Fi|Thriller,Clint Howard,The Wraith ,Nick Cassavetes,5.9
2463,Meat Loaf,Crime|Drama|Mystery|Thriller,Adam Goldberg,The Salton Sea ,Anthony LaPaglia,7.2
2464,Mackenzie Gray,Music,James Hetfield,Metallica Through the Never ,Lars Ulrich,7.2
2465,Brad Renfro,Crime|Drama|Thriller,Austin Nichols,The Informers ,Lou Taylor Pucci,5.1
2466,Nora von Waldstätten,Biography|Crime|Drama|Thriller,Edgar Ramírez,Carlos             ,Katharina Schüttler,7.7
2467,Simón Andreu,Thriller,Takuya Kimura,I Come with the Rain ,Shawn Yue,5.5
2468,Joaquim de Almeida,Action|Drama|History|Romance|War|Western,Tom Berenger,One Man's Hero ,Mark Moses,6.2
2469,John Amplas,Horror,Greg Nicotero,Day of the Dead ,Joseph Pilato,7.2
2470,Rebecca De Mornay,Action|Crime|Drama|Thriller,Sam Trammell,I Am Wrath ,Amanda Schull,5.2
2471,Catherine McCormack,Action|Animation|Sci-Fi|Thriller,Romola Garai,Renaissance ,Kevork Malikyan,6.7
2472,Landon Liboiron,Drama|Western,Demi Moore,Forsaken ,Michael Wincott,6.3
2473,Brigitte Nielsen,Action|Adventure|Fantasy,Ernie Reyes Jr.,Red Sonja ,Sandahl Bergman,5
2474,Toby Jones,Drama|Horror|Mystery|Thriller,Robert De Niro,Red Lights ,Craig Roberts,6.2
2475,Joe Lo Truglio,Comedy,Emma Stone,Superbad ,Kevin Corrigan,7.6
2476,Keshia Knight Pulliam,Comedy|Crime|Drama,Vanessa Ferlito,Madea Goes to Jail ,Derek Luke,4.1
2477,Jennifer Hale,Action|Horror,Jason Momoa,Wolves ,Stephen McHattie,5.3
2478,Mari Koda,Drama|Music|Musical|Romance,Cassie Ventura,Step Up 2: The Streets ,Luis Rosado,6.2
2479,Chazz Palminteri,Action|Animation|Comedy|Crime|Family,Anne Hathaway,Hoodwinked! ,Jim Belushi,6.5
2480,Sophie Okonedo,Drama|History|War,Don Cheadle,Hotel Rwanda ,Hakeem Kae-Kazim,8.1
2481,Dougray Scott,Action|Crime|Drama|Thriller,Henry Ian Cusick,Hitman ,Ulrich Thomsen,6.3
2482,Mary J. Blige,Drama|Family|Music|Musical,Jennifer Hudson,Black Nativity ,Vondie Curtis-Hall,4.4
2483,50 Cent,Action|Thriller,Bruce Willis,The Prince ,Jessica Lowndes,4.6
2484,Shawn Andrews,Crime|Drama|Thriller,Kirk Fox,City of Ghosts ,Rob Campbell,6
2485,Elaine Cassidy,Fantasy|Horror|Thriller,Fionnula Flanagan,The Others ,Eric Sykes,7.6
2486,Carrie Henn,Action|Adventure|Sci-Fi,Michael Biehn,Aliens ,Jenette Goldstein,8.4
2487,Rex Harrison,Drama|Family|Musical|Romance,Jeremy Brett,My Fair Lady ,Theodore Bikel,7.9
2488,Sarah Michelle Gellar,Horror|Mystery|Thriller,Muse Watson,I Know What You Did Last Summer ,Anne Heche,5.6
2489,Damon Wayans Jr.,Comedy,Rob Riggle,Let's Be Cops ,James D'Arcy,6.5
2490,Patrick Gallagher,Adventure|Comedy|Drama|Romance,Virginia Madsen,Sideways ,M.C. Gainey,7.5
2491,Owain Yeoman,Comedy,Chris Moss,Beerfest ,Jay Chandrasekhar,6.3
2492,Donald Pleasence,Horror|Thriller,Jamie Lee Curtis,Halloween ,P.J. Soles,7.9
2493,Tony Chiu Wai Leung,Action|Adventure|History,Jet Li,Hero ,Maggie Cheung,7.9
2494,Molly Shannon,Comedy|Drama|Family|Fantasy|Sci-Fi,Liam Aiken,Good Boy! ,Kevin Nealon,5.1
2495,Sanaa Lathan,Comedy|Drama,Harold Perrineau,The Best Man Holiday ,Eddie Cibrian,6.7
2496,Common,Action|Crime|Drama|Thriller,Ryan Reynolds,Smokin' Aces ,Alex Rocco,6.7
2497,Gina Holden,Horror|Mystery,Costas Mandylor,Saw 3D: The Final Chapter ,Betsy Russell,5.6
2498,Vinessa Shaw,Comedy|Romance,Emmanuelle Vaugier,40 Days and 40 Nights ,Paulo Costanzo,5.6
2499,Olivia Wilde,Action|Adventure|Sci-Fi,Jeff Bridges,TRON: Legacy ,James Frain,6.8
2500,Chris Kattan,Comedy|Music|Romance,Will Ferrell,A Night at the Roxbury ,Dan Hedaya,6.2
2501,Mary-Kate Olsen,Drama|Fantasy|Romance,Alex Pettyfer,Beastly ,Erik Knudsen,5.6
2502,Greg Nicotero,Horror,Dan Byrd,The Hills Have Eyes ,Vinessa Shaw,6.4
2503,Jenna Boyd,Comedy,Kevin Grevioux,Dickie Roberts: Former Child Star ,Mary McCormack,5.6
2504,Valente Rodriguez,Biography|Drama|Sport,Morgan Saylor,"McFarland, USA ",Diana Maria Riva,7.4
2505,Loretta Devine,Comedy,Brandon T. Jackson,Lottery Ticket ,Shad Moss,4.9
2506,Adam Boyer,Comedy|Crime|Drama|Music|Romance,T.I.,ATL ,Malika,6
2507,Hana Mae Lee,Comedy|Music|Romance,Anna Kendrick,Pitch Perfect ,Ben Platt,7.2
2508,Brian Dennehy,Comedy|Drama|Romance|Sport,Marc Blucas,Summer Catch ,Bruce Davison,4.9
2509,Bridget Fonda,Crime|Drama|Thriller,Gary Cole,A Simple Plan ,Chelcie Ross,7.5
2510,Ethan Embry,Horror|Mystery|Thriller,Alexander Gould,They ,Marc Blucas,4.8
2511,Larry the Cable Guy,Comedy|Romance,Thomas F. Wilson,Larry the Cable Guy: Health Inspector ,Megyn Price,3.1
2512,Kevin Clash,Adventure|Comedy|Family|Fantasy|Musical,Vanessa Williams,The Adventures of Elmo in Grouchland ,Caroll Spinney,5.8
2513,Lili Taylor,Crime|Drama|Thriller,Don Cheadle,Brooklyn's Finest ,Armando Riesco,6.7
2514,David Niven,Action|Adventure|Drama|History|War,Ava Gardner,55 Days at Peking ,John Ireland,6.8
2515,Elizabeth Blackmore,Horror,Lou Taylor Pucci,Evil Dead ,Ellen Sandweiss,6.5
2516,Harland Williams,Comedy|Romance,Nia Vardalos,My Life in Ruins ,Rachel Dratch,5.9
2517,Dennis Quaid,Comedy|Music,Judy Greer,American Dreamz ,Chris Klein,5.5
2518,Margot Kidder,Action|Adventure|Family|Sci-Fi,Jim Broadbent,Superman IV: The Quest for Peace ,William Hootkins,3.6
2519,Clé Bennett,Drama,DeRay Davis,How She Move ,Conrad Coates,3.3
2520,Chazz Palminteri,Action|Crime|Drama|Thriller,Paul Walker,Running Scared ,Ivana Milicevic,7.4
2521,Jeremy Northam,Biography|Drama|Romance|Sport,Aidan Quinn,Bobby Jones: Stroke of Genius ,Paul Freeman,6.7
2522,Paul Freeman,Adventure|Crime|Drama|Romance,Victor Wong,Shanghai Surprise ,Clyde Kusatsu,3
2523,Eddie Marsan,Drama|Mystery|Romance|Thriller,Rufus Sewell,The Illusionist ,Jake Wood,7.6
2524,Melanie Griffith,Adventure|Horror|Thriller,Tippi Hedren,Roar ,Zakes Mokae,6.4
2525,David Murray,Biography|Crime|Drama|Thriller,Brenda Fricker,Veronica Guerin ,Gerard McSorley,6.9
2526,Brady Corbet,Crime|Drama|Romance|Thriller,Josh Hutcherson,Escobar: Paradise Lost ,Carlos Bardem,6.6
2527,Curtis Armstrong,Comedy|Mystery|Sci-Fi|Thriller,Janeane Garofalo,Southland Tales ,Chris Andrew Ciulla,5.5
2528,Jess Harnell,Adventure|Animation|Family|Fantasy,Rob Paulsen,Dragon Hunters ,Mary Mouser,6.6
2529,Jan-Michael Vincent,Sci-Fi,George Peppard,Damnation Alley ,Paul Winfield,5.2
2530,Rick Gomez,Horror|Thriller,Julianna Guill,The Apparition ,Tim Williams,4.1
2531,Jamie Lee Curtis,Comedy|Drama|Family|Romance,Macaulay Culkin,My Girl ,Griffin Dunne,6.8
2532,Ty Burrell,Biography|Drama|Romance,Robert Downey Jr.,Fur: An Imaginary Portrait of Diane Arbus ,Matt Servitto,6.5
2533,Eddie Marsan,Drama|Mystery|Romance|Thriller,Rufus Sewell,The Illusionist ,Jake Wood,7.6
2534,Tamara Tunie,Crime|Drama,Hal Holbrook,Wall Street ,James Karen,7.4
2535,Kate Winslet,Drama|Romance,Alan Rickman,Sense and Sensibility ,Tom Wilkinson,7.7
2536,Julie Walters,Biography|Drama|Romance,Anne Hathaway,Becoming Jane ,Laurence Fox,7.1
2537,Matt Long,Comedy|Romance,Danny Strong,Sydney White ,Samm Levine,6.3
2538,Kim Dickens,Drama,Frances Fisher,House of Sand and Fog ,Ron Eldard,7.6
2539,Josh Charles,Comedy|Drama,Robin Williams,Dead Poets Society ,Kurtwood Smith,8
2540,Mike Starr,Comedy,Lauren Holly,Dumb & Dumber ,Teri Garr,7.3
2541,Gretchen Palmer,Comedy|Drama|Romance,Bruno Kirby,When Harry Met Sally... ,Harley Jane Kozak,7.6
2542,James Mason,Drama,Charlotte Rampling,The Verdict ,Jack Warden,7.8
2543,Rachel Blanchard,Comedy,Ethan Suplee,Road Trip ,Paulo Costanzo,6.5
2544,Ron Lester,Comedy|Drama|Romance|Sport,Paul Walker,Varsity Blues ,Mark Walters,6.4
2545,Ed Lauter,Comedy|Drama|Romance,Bérénice Bejo,The Artist ,Beth Grant,8
2546,Atticus Shaffer,Drama|Fantasy|Horror|Mystery|Thriller,Gary Oldman,The Unborn ,Rachel Brosnahan,4.8
2547,Bill Murray,Adventure|Comedy|Drama|Romance,Bruce Willis,Moonrise Kingdom ,Bob Balaban,7.8
2548,Jordana Brewster,Horror,Matt Bomer,The Texas Chainsaw Massacre: The Beginning ,Lew Temple,5.9
2549,Vincent Walsh,Drama,Clive Russell,The Young Messiah ,Finn Ireland,5.4
2550,Kenan Thompson,Comedy|Family,Jennifer Esposito,The Master of Disguise ,James Brolin,3.3
2551,Maribel Verdú,Drama|Fantasy|War,Ivana Baquero,Pan's Labyrinth ,Sergi López,8.2
2552,Jessika Van,Drama|Fantasy|Mystery|Thriller,Joel Courtney,The Messengers             ,Riley Smith,6.6
2553,Angus T. Jones,Action|Comedy|Crime|Family,Leslie Bibb,See Spot Run ,Paul Sorvino,5.4
2554,Snoop Dogg,Crime|Drama|Romance|Thriller,Mo'Nique,Baby Boy ,Angell Conwell,6.4
2555,Danneel Ackles,Drama|Horror|Thriller,Leighton Meester,The Roommate ,Frances Fisher,4.8
2556,Erik Per Sullivan,Adventure|Comedy|Drama,Brittany Daniel,Joe Dirt ,Fred Ward,5.9
2557,Alonna Shaw,Action|Crime,Bolo Yeung,Double Impact ,Kamel Krifa,5.5
2558,Joe Cornish,Action|Comedy|Mystery,Bill Bailey,Hot Fuzz ,Billie Whitelaw,7.9
2559,Debi Mazar,Comedy|Drama,Jada Pinkett Smith,The Women ,Debra Messing,4.9
2560,Kevin Dunn,Drama|Romance,Scarlett Johansson,Vicky Cristina Barcelona ,Christopher Evan Welch,7.2
2561,Michael Nyqvist,Action|Adventure|Drama|Romance|War,Gustaf Skarsgård,Arn: The Knight Templar ,Vincent Perez,6.6
2562,Jay Hernandez,Comedy,Mila Kunis,Bad Moms ,Jada Pinkett Smith,6.7
2563,Amanda Detmer,Comedy|Drama|Romance,Alyson Hannigan,Boys and Girls ,Tsianina Joelson,5.3
2564,Cole Hauser,Drama,Patrick Fugit,White Oleander ,Marc Donato,7.2
2565,Amy Sedaris,Comedy|Fantasy|Horror,J.K. Simmons,Jennifer's Body ,Cynthia Stevenson,5.1
2566,Jamie Lee Curtis,Comedy|Crime|Mystery,Will Ferrell,Drowning Mona ,Tracey Walter,5.6
2567,Don Pardo,Comedy,Mike Starr,Radio Days ,Julie Kavner,7.6
2568,Lea Thompson,Action|Drama|Fantasy|Mystery|Thriller,Nicolas Cage,Left Behind ,Quinton Aaron,3.1
2569,Lena Olin,Drama|Romance,Robert Pattinson,Remember Me ,Ruby Jerins,7.2
2570,Alexandra Holden,Comedy|Drama|Romance,Dylan Baker,How to Deal ,Trent Ford,5.7
2571,Alyson Hannigan,Comedy|Romance|Sci-Fi,Jon Lovitz,My Stepmother Is an Alien ,Tony Jay,5.2
2572,Tom Hanks,Drama,Denzel Washington,Philadelphia ,Jason Robards,7.7
2573,Craig Bierko,Mystery|Sci-Fi|Thriller,Gretchen Mol,The Thirteenth Floor ,Brad William Henke,7
2574,Vincent Pastore,Comedy,Farrah Fawcett,The Cookout ,Jenifer Lewis,3.6
2575,Karl Malden,Action|Drama|Sci-Fi|Thriller,Martin Landau,Meteor ,Brian Keith,4.9
2576,Marian Seldes,Comedy|Drama|Music,Lochlyn Munro,Duets ,Huey Lewis,6
2577,Debra Messing,Comedy|Romance,Woody Allen,Hollywood Ending ,Treat Williams,6.6
2578,Lin Shaye,Comedy|Music,Natasha Lyonne,Detroit Rock City ,Shannon Tweed,6.8
2579,Jon Polito,Action|Adventure|Fantasy,Christopher Lambert,Highlander ,Celia Imrie,7.2
2580,Omar Benson Miller,Drama,Alison Lohman,Things We Lost in the Fire ,Robin Weigert,7.2
2581,Annabeth Gish,Action|Crime|Sci-Fi,Charles Napier,Steel ,Hill Harper,2.8
2582,Dagmara Dominczyk,Drama|Romance,Jeremy Renner,The Immigrant ,Angela Sarafyan,6.6
2583,Natasha Richardson,Drama|History|Romance|War,Vanessa Redgrave,The White Countess ,Lynn Redgrave,6.7
2584,Spencer Wilding,Crime|Drama|Mystery|Thriller,Rosario Dawson,Trance ,Tuppence Middleton,7
2585,Snoop Dogg,Comedy,Mo'Nique,Soul Plane ,Tom Arnold,4.4
2586,Kad Merad,Comedy|Romance,Dany Boon,Welcome to the Sticks ,Michel Galabru,7.1
2587,Jodie Whittaker,Drama|Romance|War,Viggo Mortensen,Good ,Steven Mackintosh,6.2
2588,Emily Alyn Lind,Drama|Fantasy,Paz de la Huerta,Enter the Void ,Olly Alexander,7.3
2589,Justin Kirk,Comedy|Horror|Romance,Taylor Negron,Vamps ,Ivan Sergei,5.1
2590,Sarah Roemer,Drama|Family,Cary-Hiroyuki Tagawa,Hachi: A Dog's Tale ,Joan Allen,8.1
2591,Tanya van Graan,Crime|Drama|Thriller,Orlando Bloom,Zulu ,Conrad Kemp,6.7
2592,Tim Blake Nelson,Drama|Western,Barry Corbin,The Homesman ,Miranda Otto,6.6
2593,Jenifer Lewis,Comedy|Drama|Romance|Sport,Vivica A. Fox,Juwanna Mann ,Kevin Pollak,4.5
2594,Trond Fausa,Comedy|Crime|Drama,Steven Van Zandt,Lilyhammer             ,Tommy Karlsen,8.1
2595,Marie-Josée Croze,Drama|War,David Alpay,Ararat ,Charles Aznavour,6.6
2596,Jake Lloyd,Drama|Sport,Bruce Dern,Madison ,William Shockley,6.5
2597,LL Cool J,Drama|Mystery|Thriller,Mekhi Phifer,Slow Burn ,Fisher Stevens,5.9
2598,Ryôko Hirosue,Action|Comedy|Crime|Drama|Thriller,Carole Bouquet,Wasabi ,Michel Muller,6.6
2599,Gregg Henry,Comedy|Horror|Sci-Fi,Dustin Milligan,Slither ,Tania Saulnier,6.5
2600,Ronny Cox,Action|Comedy|Crime,Judge Reinhold,Beverly Hills Cop ,James Russo,7.3
2601,Devin Ratray,Comedy|Family,Macaulay Culkin,Home Alone ,Catherine O'Hara,7.5
2602,Ted Danson,Comedy|Drama|Family,Tom Selleck,3 Men and a Baby ,Steve Guttenberg,5.9
2603,Sydney Pollack,Comedy|Drama|Romance,Bill Murray,Tootsie ,Teri Garr,7.4
2604,Tom Skerritt,Action|Drama|Romance,Tom Cruise,Top Gun ,Adrian Pasdar,6.9
2605,Pei-Pei Cheng,Action|Drama|Romance,Chen Chang,"Crouching Tiger, Hidden Dragon ",Sihung Lung,7.9
2606,Peter Gallagher,Drama,Kevin Spacey,American Beauty ,Ara Celi,8.4
2607,Jennifer Ehle,Biography|Drama|History|Romance,Colin Firth,The King's Speech ,Derek Jacobi,8
2608,Tony Jay,Comedy|Crime,Kelly Preston,Twins ,Hugh O'Brian,6
2609,Bobby Campo,Crime|Drama|Horror|Mystery|Thriller,Bex Taylor-Klaus,Scream: The TV Series             ,Jason Wiles,7.3
2610,Eddie Redmayne,Drama|Romance,Kristen Stewart,The Yellow Handkerchief ,William Hurt,6.8
2611,Rae Dawn Chong,Drama,Oprah Winfrey,The Color Purple ,Dana Ivey,7.8
2612,Ji-won Ha,Action|Comedy|Drama|Thriller,Nicole Dionne,Tidal Wave ,Kyung-gu Sol,5.7
2613,Ayelet Zurer,Adventure|Drama|History,Morgan Freeman,Ben-Hur ,Moises Arias,6.1
2614,Rory Kinnear,Biography|Drama|Thriller|War,Benedict Cumberbatch,The Imitation Game ,Allen Leech,8.1
2615,Albert Brooks,Comedy|War,Eileen Brennan,Private Benjamin ,Alan Oppenheimer,6.1
2616,Beverly D'Angelo,Biography|Drama|Music|Musical,Sissy Spacek,Coal Miner's Daughter ,Levon Helm,7.5
2617,Zachary Gordon,Comedy|Family,Chloë Grace Moretz,Diary of a Wimpy Kid ,Rachael Harris,6.2
2618,Megan Charpentier,Fantasy|Horror,Javier Botet,Mama ,Isabelle Nélisse,6.2
2619,Donald Pleasence,Horror|Thriller,Jamie Lee Curtis,Halloween ,P.J. Soles,7.9
2620,Randy Quaid,Adventure|Comedy,Beverly D'Angelo,National Lampoon's Vacation ,Jane Krakowski,7.4
2621,Georgina Cates,Comedy,Jackson Nicoll,Bad Grandpa ,Grasie Mercedes,6.6
2622,Sylvia Syms,Biography|Drama,Roger Allam,The Queen ,Alex Jennings,7.3
2623,Jeffrey Jones,Comedy|Fantasy,Catherine O'Hara,Beetlejuice ,Glenn Shadix,7.5
2624,Tasha Smith,Comedy|Drama,Michael Jai White,Why Did I Get Married? ,Lamman Rucker,5.6
2625,Kirsten Dunst,Drama|Family|Romance,Christian Bale,Little Women ,Eric Stoltz,7.3
2626,Roger Allam,Drama|Fantasy|Horror|Thriller,Daniel Radcliffe,The Woman in Black ,Jessica Raine,6.4
2627,Tessa Thompson,Horror|Thriller,Madeline Carroll,When a Stranger Calls ,Brian Geraghty,5
2628,Donald Faison,Adventure|Comedy|Family,Frankie Muniz,Big Fat Liar ,Lee Majors,5.4
2629,Meryl Streep,Drama|War,Robert De Niro,The Deer Hunter ,John Savage,8.2
2630,Kirsten Dunst,Comedy|Drama,Robert De Niro,Wag the Dog ,John Michael Higgins,7.1
2631,Adam Lamberg,Adventure|Comedy|Family|Music|Romance,Clayton Snyder,The Lizzie McGuire Movie ,Alex Borstein,5.3
2632,Harold Perrineau,Action|Drama|Thriller,Dwayne Johnson,Snitch ,Nadine Velazquez,6.5
2633,Conchata Ferrell,Comedy|Fantasy|Horror,Adam Scott,Krampus ,Allison Tolman,6.2
2634,Salma Hayek,Horror|Mystery|Sci-Fi,Jordana Brewster,The Faculty ,Clea DuVall,6.4
2635,Virginia Capers,Biography|Drama|Music,Rae'Ven Kelly,What's Love Got to Do with It ,Dororthy Thorton,7.2
2636,Sylvester Stallone,Crime|Drama|Thriller,Robert De Niro,Cop Land ,Janeane Garofalo,6.9
2637,JoAnna Garcia Swisher,Comedy,Chris Evans,Not Another Teen Movie ,Mia Kirshner,5.7
2638,Anna Kendrick,Crime|Drama|Thriller,Jake Gyllenhaal,End of Watch ,America Ferrera,7.7
2639,Bradley Cooper,Comedy|Drama|Romance,Emma Stone,Aloha ,Bill Murray,5.4
2640,Leslie Bibb,Action|Crime|Drama|Thriller,Paul Walker,The Skulls ,William Petersen,5.6
2641,Emily Watson,Biography|Drama|Romance,Eddie Redmayne,The Theory of Everything ,Simon McBurney,7.7
2642,Regina Hall,Comedy|Crime,Greg Grunberg,Malibu's Most Wanted ,Blair Underwood,5.1
2643,James Frain,Comedy|Drama|Romance,Natalie Portman,Where the Heart Is ,Stockard Channing,6.8
2644,José Ferrer,Adventure|Biography|Drama|History|War,Claude Rains,Lawrence of Arabia ,Jack Hawkins,8.4
2645,Tyler Mane,Horror,Scout Taylor-Compton,Halloween II ,Margot Kidder,4.9
2646,Kevin Rankin,Adventure|Biography|Drama,Michiel Huisman,Wild ,Gaby Hoffmann,7.1
2647,Monica Potter,Crime|Horror|Thriller,Tony Goldwyn,The Last House on the Left ,Martha MacIsaac,6.6
2648,Debra Messing,Comedy|Romance,Jack Davenport,The Wedding Date ,Holland Taylor,6.1
2649,Thomas Ian Nicholas,Comedy|Horror|Thriller,Jamie Lee Curtis,Halloween: Resurrection ,Bianca Kajlich,4.1
2650,Jason Flemyng,Action|Adventure|Fantasy,Liam Neeson,Clash of the Titans ,Alexa Davalos,5.8
2651,Carol Kane,Adventure|Family|Fantasy|Romance,Robin Wright,The Princess Bride ,André the Giant,8.1
2652,Jurnee Smollett-Bell,Biography|Drama,Denzel Washington,The Great Debaters ,John Heard,7.6
2653,Albert Brooks,Crime|Drama,Ryan Gosling,Drive ,Russ Tamblyn,7.8
2654,Carol Kane,Comedy|Family|Music|Romance,Adam Garcia,Confessions of a Teenage Drama Queen ,Glenne Headly,4.6
